iter	Passed	Remaining
401	17305	68792
402	17369	68831
403	17428	68850
404	17482	68849
405	17546	68889
406	17595	68868
407	17644	68846
408	17730	68969
409	17777	68941
410	17819	68893
411	17861	68845
412	17904	68798
413	17947	68755
414	17991	68714
415	18029	68651
416	18066	68582
417	18107	68532
418	18154	68500
419	18199	68466
420	18244	68428
421	18287	68381
422	18325	68320
423	18365	68264
424	18428	68295
425	18482	68288
426	18523	68239
427	18561	68176
428	18602	68122
429	18641	68062
430	18684	68017
431	18723	67957
432	18762	67900
433	18804	67851
434	18840	67782
435	18878	67719
436	18918	67665
437	18958	67608
438	18998	67553
439	19036	67493
440	19071	67422
441	19108	67354
442	19150	67306
443	19193	67263
444	19230	67198
445	19283	67189
446	19316	67110
447	19350	67037
448	19389	66977
449	19423	66903
450	19456	66824
451	19489	66747
452	19524	66675
453	19559	66604
454	19600	66554
455	19639	66499
456	19691	66487
457	19740	66462
458	19822	66549
459	19870	66523
460	19906	66456
461	19941	66385
462	19977	66317
463	20012	66249
464	20047	66178
465	20082	66108
466	20127	66072
467	20162	66003
468	20199	65939
469	20237	65880
470	20273	65813
471	20310	65751
472	20346	65685
473	20385	65628
474	20420	65559
475	20454	65488
476	20488	65415
477	20522	65345
478	20557	65276
479	20591	65206
480	20627	65141
481	20662	65073
482	20697	65005
483	20731	64937
484	20769	64877
485	20807	64820
486	20849	64774
487	20902	64762
488	20957	64759
489	21008	64740
490	21051	64697
491	21088	64636
492	21121	64563
493	21155	64493
494	21189	64423
495	21223	64354
496	21256	64283
497	21291	64217
498	21326	64149
499	21359	64079
500	21396	64019
501	21430	63950
502	21465	63884
503	21500	63818
504	21534	63750
505	21569	63685
506	21603	63617
507	21638	63553
508	21674	63490
509	21709	63426
510	21745	63363
511	21779	63297
512	21815	63234
513	21850	63171
514	21889	63118
515	21946	63116
516	21992	63085
517	22030	63028
518	22064	62962
519	22099	62898
520	22133	62832
521	22171	62776
522	22213	62733
523	22270	62730
524	22305	62666
525	22343	62613
526	22382	62561
527	22416	62495
528	22450	62427
529	22485	62366
530	22522	62307
531	22557	62246
532	22592	62181
533	22625	62115
534	22660	62052
535	22695	61987
536	22728	61922
537	22762	61857
538	22798	61796
539	22833	61734
540	22867	61669
541	22900	61602
542	22934	61538
543	22969	61476
544	23011	61433
545	23046	61373
546	23086	61325
547	23125	61273
548	23163	61219
549	23201	61167
550	23241	61120
551	23279	61066
552	23318	61016
553	23354	60958
554	23407	60943
555	23451	60907
556	23490	60856
557	23525	60795
558	23564	60744
559	23617	60731
560	23656	60680
561	23690	60617
562	23724	60554
563	23759	60495
564	23794	60432
565	23829	60374
566	23865	60314
567	23899	60254
568	23939	60206
569	23975	60150
570	24023	60122
571	24068	60087
572	24105	60031
573	24139	59970
574	24174	59910
575	24209	59850
576	24244	59791
577	24279	59732
578	24314	59673
579	24349	59615
580	24387	59563
581	24422	59502
582	24457	59444
583	24492	59387
584	24528	59330
585	24567	59280
586	24614	59250
587	24649	59192
588	24683	59132
589	24719	59075
590	24753	59013
591	24787	58954
592	24822	58895
593	24857	58837
594	24891	58777
595	24925	58717
596	24960	58659
597	24994	58599
598	25043	58574
599	25079	58518
600	25114	58460
601	25148	58402
602	25183	58343
603	25216	58281
604	25250	58222
605	25283	58160
606	25317	58101
607	25356	58053
608	25391	57995
609	25424	57934
610	25459	57876
611	25492	57816
612	25525	57755
613	25559	57696
614	25593	57636
615	25627	57578
616	25660	57516
617	25693	57456
618	25740	57426
619	25782	57387
620	25821	57339
621	25854	57279
622	25887	57219
623	25922	57161
624	25958	57108
625	25992	57050
626	26026	56993
627	26060	56935
628	26097	56883
629	26154	56875
630	26188	56817
631	26221	56757
632	26254	56698
633	26288	56641
634	26321	56581
635	26359	56531
636	26393	56473
637	26432	56427
638	26465	56369
639	26499	56310
640	26532	56252
641	26566	56194
642	26600	56137
643	26633	56080
644	26667	56022
645	26701	55965
646	26734	55907
647	26767	55848
648	26801	55792
649	26834	55734
650	26870	55680
651	26912	55641
652	26950	55593
653	26984	55537
654	27019	55483
655	27054	55428
656	27090	55377
657	27125	55322
658	27160	55269
659	27197	55219
660	27235	55170
661	27274	55125
662	27307	55068
663	27341	55012
664	27381	54968
665	27424	54930
666	27465	54889
667	27504	54843
668	27559	54830
669	27591	54771
670	27625	54715
671	27658	54659
672	27693	54604
673	27727	54549
674	27760	54493
675	27794	54437
676	27829	54384
677	27868	54339
678	27909	54298
679	27943	54244
680	27977	54189
681	28011	54133
682	28056	54100
683	28091	54047
684	28125	53991
685	28163	53946
686	28206	53907
687	28266	53903
688	28318	53884
689	28356	53836
690	28390	53782
691	28423	53724
692	28456	53668
693	28489	53613
694	28522	53557
695	28556	53502
696	28590	53447
697	28623	53391
698	28659	53342
699	28694	53290
700	28730	53240
701	28766	53189
702	28801	53138
703	28834	53082
704	28868	53028
705	28903	52976
706	28936	52920
707	28977	52880
708	29020	52842
709	29054	52789
710	29087	52734
711	29122	52681
712	29156	52628
713	29203	52598
714	29237	52544
715	29270	52490
716	29310	52447
717	29350	52404
718	29385	52354
719	29421	52304
720	29456	52253
721	29489	52199
722	29522	52144
723	29556	52090
724	29591	52040
725	29624	51986
726	29657	51931
727	29692	51879
728	29724	51824
729	29759	51773
730	29793	51720
731	29827	51668
732	29861	51616
733	29894	51561
734	29927	51508
735	29961	51455
736	29994	51401
737	30028	51349
738	30060	51294
739	30094	51241
740	30129	51191
741	30168	51148
742	30215	51118
743	30257	51080
744	30303	51048
745	30349	51016
746	30410	51009
747	30446	50961
748	30482	50912
749	30520	50867
750	30558	50822
751	30595	50775
752	30631	50726
753	30666	50677
754	30702	50629
755	30737	50579
756	30773	50530
757	30809	50482
758	30845	50433
759	30880	50383
760	30914	50332
761	30949	50282
762	30986	50235
763	31021	50186
764	31058	50139
765	31095	50093
766	31158	50089
767	31214	50073
768	31256	50034
769	31291	49985
770	31326	49934
771	31361	49886
772	31398	49839
773	31449	49815
774	31494	49781
775	31538	49746
776	31590	49723
777	31648	49709
778	31702	49690
779	31738	49642
780	31772	49591
781	31807	49540
782	31841	49489
783	31876	49441
784	31912	49392
785	31949	49346
786	31984	49298
787	32021	49251
788	32057	49203
789	32093	49155
790	32129	49108
791	32164	49058
792	32199	49010
793	32239	48968
794	32277	48923
795	32314	48877
796	32352	48833
797	32395	48796
798	32432	48749
799	32493	48740
800	32532	48697
801	32570	48652
802	32618	48623
803	32654	48575
804	32690	48528
805	32727	48482
806	32767	48440
807	32835	48440
808	32880	48406
809	32920	48365
810	32958	48320
811	32998	48278
812	33038	48236
813	33083	48202
814	33125	48163
815	33163	48119
816	33199	48072
817	33233	48022
818	33268	47973
819	33308	47932
820	33346	47887
821	33383	47841
822	33420	47795
823	33456	47749
824	33493	47702
825	33526	47652
826	33561	47603
827	33596	47554
828	33632	47506
829	33668	47460
830	33703	47412
831	33738	47363
832	33773	47315
833	33807	47265
834	33843	47218
835	33876	47168
836	33913	47121
837	33946	47071
838	33983	47025
839	34030	46994
840	34072	46956
841	34112	46915
842	34160	46884
843	34207	46853
844	34257	46824
845	34307	46798
846	34357	46769
847	34401	46733
848	34444	46696
849	34477	46646
850	34510	46594
851	34544	46545
852	34598	46523
853	34639	46483
854	34673	46433
855	34708	46385
856	34742	46336
857	34782	46295
858	34815	46244
859	34847	46193
860	34882	46145
861	34916	46096
862	34949	46046
863	34984	45997
864	35017	45948
865	35051	45899
866	35086	45851
867	35126	45809
868	35163	45764
869	35197	45716
870	35232	45668
871	35278	45635
872	35319	45595
873	35360	45555
874	35394	45507
875	35428	45457
876	35461	45407
877	35494	45358
878	35528	45310
879	35562	45261
880	35597	45213
881	35634	45169
882	35670	45122
883	35706	45076
884	35742	45031
885	35778	44985
886	35813	44938
887	35848	44891
888	35887	44849
889	35923	44803
890	35961	44760
891	35996	44713
892	36031	44666
893	36067	44619
894	36107	44579
895	36147	44538
896	36182	44491
897	36218	44446
898	36254	44401
899	36292	44356
900	36332	44317
901	36371	44275
902	36410	44232
903	36456	44199
904	36497	44159
905	36546	44130
906	36596	44100
907	36634	44058
908	36681	44025
909	36737	44003
910	36773	43959
911	36808	43911
912	36844	43866
913	36880	43820
914	36916	43775
915	36951	43728
916	36985	43681
917	37020	43634
918	37056	43589
919	37098	43550
920	37134	43505
921	37172	43461
922	37207	43415
923	37243	43370
924	37279	43324
925	37316	43280
926	37351	43233
927	37386	43187
928	37421	43141
929	37457	43096
930	37495	43053
931	37533	43010
932	37577	42974
933	37612	42928
934	37653	42888
935	37695	42850
936	37742	42817
937	37776	42770
938	37809	42722
939	37842	42673
940	37875	42625
941	37910	42578
942	37944	42532
943	37978	42484
944	38013	42438
945	38050	42394
946	38083	42346
947	38116	42298
948	38151	42252
949	38185	42205
950	38219	42157
951	38253	42110
952	38286	42063
953	38322	42018
954	38357	41971
955	38391	41925
956	38425	41878
957	38460	41832
958	38493	41785
959	38540	41752
960	38575	41706
961	38608	41659
962	38642	41611
963	38676	41565
964	38711	41519
965	38745	41473
966	38788	41435
967	38832	41399
968	38878	41365
969	38918	41326
970	38958	41285
971	38992	41238
972	39026	41192
973	39059	41145
974	39093	41098
975	39126	41051
976	39160	41004
977	39194	40957
978	39229	40912
979	39265	40868
980	39301	40824
981	39335	40777
982	39368	40729
983	39402	40684
984	39441	40643
985	39477	40598
986	39511	40552
987	39545	40506
988	39578	40459
989	39613	40413
990	39648	40368
991	39681	40321
992	39715	40275
993	39750	40229
994	39784	40184
995	39819	40139
996	39853	40093
997	39888	40047
998	39921	40001
999	39955	39955
1000	39990	39910
1001	40023	39863
1002	40069	39829
1003	40110	39790
1004	40152	39752
1005	40187	39707
1006	40228	39668
1007	40262	39623
1008	40300	39581
1009	40333	39534
1010	40367	39489
1011	40401	39443
1012	40435	39397
1013	40469	39351
1014	40503	39306
1015	40538	39261
1016	40572	39215
1017	40605	39169
1018	40639	39124
1019	40681	39085
1020	40714	39039
1021	40748	38994
1022	40784	38950
1023	40818	38904
1024	40854	38861
1025	40901	38828
1026	40941	38788
1027	40975	38743
1028	41009	38698
1029	41042	38651
1030	41076	38605
1031	41108	38559
1032	41143	38514
1033	41178	38470
1034	41212	38425
1035	41253	38386
1036	41300	38353
1037	41345	38317
1038	41379	38272
1039	41413	38227
1040	41447	38182
1041	41481	38137
1042	41514	38091
1043	41549	38047
1044	41583	38002
1045	41616	37956
1046	41650	37910
1047	41685	37866
1048	41719	37822
1049	41756	37779
1050	41792	37736
1051	41826	37691
1052	41859	37645
1053	41893	37600
1054	41926	37554
1055	41963	37513
1056	41996	37467
1057	42029	37421
1058	42064	37377
1059	42097	37332
1060	42137	37292
1061	42171	37247
1062	42212	37208
1063	42246	37164
1064	42280	37119
1065	42318	37078
1066	42353	37034
1067	42387	36989
1068	42420	36944
1069	42466	36910
1070	42506	36871
1071	42546	36831
1072	42580	36786
1073	42614	36741
1074	42647	36696
1075	42682	36653
1076	42717	36609
1077	42751	36565
1078	42784	36519
1079	42821	36477
1080	42863	36439
1081	42897	36395
1082	42932	36352
1083	42966	36307
1084	43021	36280
1085	43055	36236
1086	43088	36191
1087	43122	36146
1088	43156	36102
1089	43196	36063
1090	43231	36019
1091	43264	35974
1092	43300	35931
1093	43334	35887
1094	43368	35843
1095	43401	35798
1096	43435	35754
1097	43469	35709
1098	43503	35665
1099	43537	35621
1100	43571	35577
1101	43604	35532
1102	43644	35493
1103	43685	35454
1104	43731	35420
1105	43766	35377
1106	43806	35338
1107	43842	35295
1108	43875	35250
1109	43909	35206
1110	43943	35162
1111	43978	35119
1112	44012	35075
1113	44046	35031
1114	44079	34987
1115	44114	34943
1116	44146	34898
1117	44179	34853
1118	44213	34809
1119	44247	34765
1120	44282	34722
1121	44314	34677
1122	44348	34633
1123	44383	34590
1124	44418	34547
1125	44451	34503
1126	44486	34460
1127	44521	34417
1128	44556	34374
1129	44590	34330
1130	44624	34287
1131	44658	34243
1132	44692	34200
1133	44726	34156
1134	44760	34112
1135	44794	34068
1136	44829	34026
1137	44882	33997
1138	44929	33963
1139	44969	33924
1140	45011	33886
1141	45045	33843
1142	45084	33803
1143	45134	33772
1144	45170	33729
1145	45203	33685
1146	45237	33642
1147	45272	33599
1148	45309	33557
1149	45342	33513
1150	45376	33470
1151	45409	33426
1152	45441	33381
1153	45476	33338
1154	45510	33295
1155	45544	33251
1156	45579	33209
1157	45612	33165
1158	45647	33123
1159	45683	33080
1160	45719	33039
1161	45758	32999
1162	45794	32958
1163	45832	32917
1164	45871	32877
1165	45909	32837
1166	45945	32795
1167	45981	32753
1168	46016	32711
1169	46050	32668
1170	46085	32625
1171	46135	32594
1172	46174	32554
1173	46209	32512
1174	46244	32469
1175	46286	32431
1176	46320	32388
1177	46356	32347
1178	46390	32304
1179	46424	32261
1180	46458	32218
1181	46493	32175
1182	46531	32135
1183	46565	32092
1184	46598	32048
1185	46631	32004
1186	46664	31961
1187	46698	31918
1188	46735	31877
1189	46769	31834
1190	46803	31791
1191	46836	31748
1192	46870	31705
1193	46905	31663
1194	46941	31621
1195	46976	31579
1196	47013	31538
1197	47050	31498
1198	47087	31456
1199	47124	31416
1200	47161	31375
1201	47246	31366
1202	47289	31329
1203	47337	31296
1204	47371	31253
1205	47407	31212
1206	47442	31169
1207	47477	31127
1208	47511	31084
1209	47549	31044
1210	47584	31002
1211	47618	30960
1212	47652	30917
1213	47686	30874
1214	47722	30832
1215	47758	30791
1216	47792	30748
1217	47825	30705
1218	47859	30663
1219	47892	30619
1220	47925	30576
1221	47959	30533
1222	47992	30491
1223	48025	30447
1224	48059	30404
1225	48093	30362
1226	48128	30320
1227	48161	30277
1228	48195	30235
1229	48230	30192
1230	48268	30153
1231	48303	30111
1232	48338	30069
1233	48374	30028
1234	48409	29986
1235	48455	29951
1236	48496	29913
1237	48543	29878
1238	48577	29836
1239	48611	29794
1240	48644	29751
1241	48679	29709
1242	48713	29667
1243	48748	29625
1244	48782	29582
1245	48815	29540
1246	48849	29497
1247	48883	29455
1248	48918	29413
1249	48951	29371
1250	48987	29329
1251	49021	29287
1252	49056	29246
1253	49091	29204
1254	49125	29162
1255	49160	29120
1256	49200	29082
1257	49238	29042
1258	49281	29005
1259	49329	28971
1260	49380	28939
1261	49431	28906
1262	49465	28864
1263	49502	28823
1264	49536	28782
1265	49570	28739
1266	49606	28698
1267	49653	28664
1268	49697	28627
1269	49738	28589
1270	49771	28547
1271	49806	28505
1272	49839	28463
1273	49873	28421
1274	49906	28378
1275	49939	28335
1276	49972	28293
1277	50008	28252
1278	50043	28210
1279	50080	28170
1280	50115	28129
1281	50150	28087
1282	50184	28045
1283	50217	28003
1284	50252	27961
1285	50287	27920
1286	50321	27878
1287	50355	27836
1288	50389	27794
1289	50425	27753
1290	50459	27711
1291	50493	27669
1292	50526	27627
1293	50560	27585
1294	50594	27543
1295	50628	27502
1296	50662	27460
1297	50695	27417
1298	50728	27375
1299	50762	27333
1300	50796	27291
1301	50839	27254
1302	50880	27217
1303	50921	27179
1304	50955	27137
1305	50988	27095
1306	51024	27054
1307	51070	27018
1308	51104	26977
1309	51138	26935
1310	51172	26894
1311	51206	26852
1312	51240	26810
1313	51279	26771
1314	51314	26730
1315	51348	26688
1316	51383	26647
1317	51417	26605
1318	51490	26584
1319	51524	26542
1320	51557	26500
1321	51591	26459
1322	51625	26417
1323	51659	26375
1324	51694	26335
1325	51728	26293
1326	51762	26251
1327	51796	26210
1328	51830	26168
1329	51864	26127
1330	51897	26085
1331	51931	26043
1332	51966	26002
1333	52000	25961
1334	52047	25926
1335	52087	25888
1336	52127	25849
1337	52161	25807
1338	52218	25777
1339	52254	25737
1340	52287	25695
1341	52321	25653
1342	52355	25612
1343	52388	25570
1344	52422	25529
1345	52455	25487
1346	52488	25445
1347	52522	25404
1348	52555	25362
1349	52588	25320
1350	52623	25279
1351	52657	25238
1352	52692	25197
1353	52727	25156
1354	52763	25115
1355	52797	25074
1356	52831	25033
1357	52865	24992
1358	52899	24951
1359	52934	24910
1360	52970	24869
1361	53006	24829
1362	53040	24788
1363	53074	24747
1364	53108	24705
1365	53143	24665
1366	53177	24624
1367	53213	24583
1368	53261	24549
1369	53308	24513
1370	53346	24474
1371	53380	24433
1372	53414	24392
1373	53448	24351
1374	53482	24310
1375	53516	24268
1376	53559	24231
1377	53605	24196
1378	53639	24155
1379	53674	24114
1380	53710	24074
1381	53744	24033
1382	53778	23992
1383	53812	23951
1384	53845	23909
1385	53879	23868
1386	53912	23827
1387	53945	23785
1388	53979	23744
1389	54017	23705
1390	54052	23664
1391	54087	23624
1392	54122	23584
1393	54156	23543
1394	54189	23501
1395	54223	23460
1396	54257	23419
1397	54291	23378
1398	54325	23337
1399	54360	23297
1400	54393	23256
1401	54435	23218
1402	54481	23182
1403	54527	23146
1404	54562	23106
1405	54596	23065
1406	54638	23028
1407	54672	22987
1408	54706	22946
1409	54739	22905
1410	54773	22864
1411	54807	22823
1412	54834	22779
1413	54867	22738
1414	54901	22697
1415	54937	22657
1416	54970	22616
1417	55005	22576
1418	55041	22536
1419	55076	22495
1420	55112	22456
1421	55147	22415
1422	55194	22380
1423	55229	22340
1424	55265	22300
1425	55299	22259
1426	55333	22218
1427	55367	22178
1428	55402	22137
1429	55436	22096
1430	55467	22055
1431	55500	22014
1432	55534	21973
1433	55568	21932
1434	55603	21892
1435	55664	21862
1436	55728	21833
1437	55761	21792
1438	55794	21751
1439	55827	21710
1440	55862	21670
1441	55897	21630
1442	55930	21589
1443	55964	21548
1444	55997	21507
1445	56030	21466
1446	56068	21427
1447	56102	21387
1448	56140	21348
1449	56175	21308
1450	56210	21267
1451	56249	21229
1452	56283	21188
1453	56318	21148
1454	56352	21108
1455	56386	21067
1456	56419	21026
1457	56453	20985
1458	56486	20945
1459	56524	20906
1460	56557	20865
1461	56590	20824
1462	56624	20784
1463	56659	20744
1464	56693	20703
1465	56728	20663
1466	56762	20623
1467	56800	20584
1468	56849	20549
1469	56891	20511
1470	56934	20474
1471	56967	20433
1472	57000	20393
1473	57034	20352
1474	57071	20313
1475	57106	20273
1476	57142	20233
1477	57180	20194
1478	57213	20154
1479	57250	20114
1480	57283	20074
1481	57316	20033
1482	57349	19992
1483	57382	19952
1484	57416	19912
1485	57450	19871
1486	57486	19832
1487	57520	19791
1488	57560	19753
1489	57594	19713
1490	57628	19673
1491	57662	19633
1492	57697	19593
1493	57732	19553
1494	57782	19518
1495	57822	19480
1496	57855	19439
1497	57894	19401
1498	57927	19360
1499	57962	19320
1500	57997	19280
1501	58043	19244
1502	58087	19207
1503	58123	19168
1504	58156	19128
1505	58190	19087
1506	58232	19050
1507	58267	19010
1508	58301	18970
1509	58334	18929
1510	58367	18889
1511	58400	18848
1512	58434	18808
1513	58468	18768
1514	58502	18728
1515	58536	18688
1516	58570	18648
1517	58604	18608
1518	58638	18568
1519	58675	18529
1520	58709	18488
1521	58743	18448
1522	58777	18409
1523	58811	18369
1524	58844	18328
1525	58879	18288
1526	58913	18249
1527	58947	18209
1528	58981	18168
1529	59015	18128
1530	59048	18088
1531	59082	18048
1532	59115	18008
1533	59149	17968
1534	59183	17928
1535	59229	17892
1536	59269	17854
1537	59311	17816
1538	59345	17776
1539	59378	17736
1540	59413	17696
1541	59446	17656
1542	59480	17616
1543	59514	17576
1544	59550	17537
1545	59583	17497
1546	59617	17457
1547	59651	17417
1548	59685	17377
1549	59718	17337
1550	59752	17297
1551	59786	17257
1552	59832	17221
1553	59890	17188
1554	59926	17149
1555	59960	17109
1556	59993	17069
1557	60028	17029
1558	60062	16990
1559	60096	16950
1560	60129	16910
1561	60164	16870
1562	60197	16830
1563	60235	16791
1564	60270	16752
1565	60304	16712
1566	60338	16672
1567	60372	16633
1568	60414	16595
1569	60455	16557
1570	60508	16523
1571	60542	16483
1572	60576	16443
1573	60610	16403
1574	60644	16364
1575	60678	16324
1576	60713	16285
1577	60747	16245
1578	60780	16205
1579	60817	16166
1580	60852	16127
1581	60886	16087
1582	60921	16048
1583	60955	16008
1584	60990	15969
1585	61025	15929
1586	61062	15890
1587	61097	15851
1588	61131	15811
1589	61167	15772
1590	61203	15733
1591	61240	15694
1592	61276	15655
1593	61311	15616
1594	61347	15577
1595	61382	15537
1596	61417	15498
1597	61453	15459
1598	61488	15420
1599	61528	15382
1600	61564	15343
1601	61612	15306
1602	61662	15271
1603	61709	15234
1604	61761	15199
1605	61805	15162
1606	61846	15124
1607	61883	15085
1608	61919	15046
1609	61965	15010
1610	62015	14974
1611	62051	14935
1612	62088	14896
1613	62123	14857
1614	62153	14816
1615	62188	14777
1616	62226	14738
1617	62263	14700
1618	62302	14661
1619	62338	14622
1620	62375	14583
1621	62412	14544
1622	62451	14506
1623	62488	14467
1624	62524	14428
1625	62563	14390
1626	62599	14351
1627	62635	14312
1628	62670	14272
1629	62704	14233
1630	62739	14194
1631	62778	14155
1632	62833	14121
1633	62882	14084
1634	62922	14046
1635	62965	14009
1636	63002	13970
1637	63037	13931
1638	63072	13892
1639	63109	13853
1640	63146	13814
1641	63182	13775
1642	63232	13739
1643	63273	13701
1644	63311	13662
1645	63348	13624
1646	63388	13586
1647	63430	13548
1648	63470	13510
1649	63510	13471
1650	63548	13433
1651	63584	13394
1652	63620	13355
1653	63657	13316
1654	63695	13278
1655	63732	13239
1656	63768	13200
1657	63805	13161
1658	63840	13122
1659	63879	13083
1660	63917	13045
1661	63954	13006
1662	64000	12969
1663	64051	12933
