iter	RMSE
1672	44116.47944
1673	44098.97785
1674	44056.90881
1675	44056.62442
1676	43988.11106
1677	43947.14003
1678	43918.55895
1679	43902.3966
1680	43883.07772
1681	43836.22459
1682	43821.28782
1683	43799.74055
1684	43778.61256
1685	43733.76744
1686	43700.80533
1687	43687.33816
1688	43678.65577
1689	43551.18156
1690	43539.40024
1691	43525.39153
1692	43432.12437
1693	43377.08666
1694	43375.15284
1695	43341.08895
1696	43332.60249
1697	43273.68387
1698	43192.38626
1699	43146.71759
1700	43126.6352
1701	43069.95391
1702	43040.64455
1703	43014.01758
1704	42978.9945
1705	42932.91306
1706	42923.3874
1707	42877.20507
1708	42856.14366
1709	42774.07599
1710	42770.35815
1711	42761.49234
1712	42734.00465
1713	42731.8099
1714	42730.51277
1715	42703.20473
1716	42693.27212
1717	42679.0139
1718	42654.75104
1719	42647.3843
1720	42604.32223
1721	42577.21008
1722	42555.3365
1723	42501.83334
1724	42458.49839
1725	42444.744
1726	42399.36089
1727	42370.02142
1728	42307.41106
1729	42291.54977
1730	42275.16358
1731	42273.12015
1732	42215.09213
1733	42174.12188
1734	42160.18974
1735	42150.86871
1736	42138.48792
1737	42096.20848
1738	42061.15298
1739	42060.13808
1740	42040.15128
1741	42024.66131
1742	42001.24494
1743	41977.61158
1744	41945.71715
1745	41925.45123
1746	41886.93245
1747	41872.61837
1748	41859.41679
1749	41857.28999
1750	41827.90671
1751	41811.26393
1752	41767.61886
1753	41741.88344
1754	41718.87352
1755	41699.85465
1756	41664.98081
1757	41598.20079
1758	41574.04636
1759	41560.99499
1760	41549.36771
1761	41515.37637
1762	41434.16721
1763	41391.92809
1764	41343.71248
1765	41330.30102
1766	41274.70036
1767	41258.17792
1768	41231.46934
1769	41210.71603
1770	41184.7209
1771	41172.04388
1772	41160.00896
1773	41092.91107
1774	41061.42107
1775	41003.21188
1776	40916.83439
1777	40888.59114
1778	40880.78896
1779	40869.17219
1780	40725.98717
1781	40703.37083
1782	40648.5166
1783	40585.60091
1784	40521.7985
1785	40496.42127
1786	40490.54274
1787	40473.0305
1788	40455.28894
1789	40441.47559
1790	40435.37032
1791	40412.5756
1792	40403.76506
1793	40331.38488
1794	40324.44223
1795	40281.36676
1796	40280.76302
1797	40255.52781
1798	40191.01925
1799	40185.44178
1800	40176.84171
1801	40141.71297
1802	40125.61151
1803	40117.98996
1804	40091.05795
1805	40043.21874
1806	40017.3296
1807	39987.41673
1808	39979.08239
1809	39950.0488
1810	39937.62008
1811	39910.05589
1812	39896.70044
1813	39875.59402
1814	39836.42528
1815	39828.80581
1816	39768.07254
1817	39741.46411
1818	39702.57933
1819	39683.21035
1820	39662.66471
1821	39659.80351
1822	39653.81841
1823	39627.41912
1824	39589.17051
1825	39556.36178
1826	39511.69631
1827	39459.06435
1828	39452.11853
1829	39449.81495
1830	39444.11648
1831	39427.45983
1832	39415.97002
1833	39410.50804
1834	39393.48386
1835	39386.33914
1836	39334.9683
1837	39315.83795
1838	39300.3943
1839	39279.46569
1840	39273.37896
1841	39256.47439
1842	39230.95186
1843	39222.06127
1844	39220.65322
1845	39185.76432
1846	39137.62155
1847	39126.68003
1848	39120.51914
1849	39100.45699
1850	39059.76129
1851	39012.53416
1852	38983.62171
1853	38963.43136
1854	38959.68543
1855	38957.09121
1856	38944.89565
1857	38930.70155
1858	38913.806
1859	38909.18979
1860	38878.83193
1861	38859.29296
1862	38832.88685
1863	38798.11961
1864	38743.34441
1865	38690.4733
1866	38640.24906
1867	38609.87914
1868	38597.925
1869	38506.52382
1870	38494.67058
1871	38432.88489
1872	38415.4616
1873	38381.18287
1874	38339.59376
1875	38326.33481
1876	38300.48442
1877	38294.67432
1878	38263.40921
1879	38239.12666
1880	38166.98229
1881	38125.87571
1882	38089.8263
1883	38083.62215
1884	38027.2374
1885	37955.74252
1886	37909.97825
1887	37886.80846
1888	37876.60591
1889	37795.45464
1890	37760.28286
1891	37730.6636
1892	37723.3108
1893	37674.13248
1894	37648.43654
1895	37623.1379
1896	37618.92496
1897	37598.33336
1898	37561.57615
1899	37538.44605
1900	37528.07202
1901	37524.83229
1902	37471.21524
1903	37467.71216
1904	37461.62096
1905	37460.32499
1906	37423.61898
1907	37378.19535
1908	37359.73119
1909	37325.77006
1910	37309.28277
1911	37283.33796
1912	37279.63477
1913	37249.59497
1914	37236.36832
1915	37178.40729
1916	37164.23359
1917	37136.02978
1918	37099.86863
1919	37067.37924
1920	37055.22145
1921	37030.53997
1922	37010.98038
1923	37002.06655
1924	36987.2305
1925	36959.92521
1926	36936.3519
1927	36900.7255
1928	36875.22715
1929	36856.57961
1930	36856.10533
1931	36803.01831
1932	36799.47291
1933	36793.03596
1934	36750.58333
1935	36728.99165
1936	36712.69433
1937	36702.03936
1938	36685.02143
1939	36658.34432
1940	36644.03416
1941	36624.9281
1942	36623.62911
1943	36617.98827
1944	36593.50342
1945	36572.74879
1946	36546.18499
1947	36499.68596
1948	36408.85085
1949	36388.361
1950	36380.20526
1951	36347.22096
1952	36316.65773
1953	36309.60703
1954	36279.18574
1955	36236.13502
1956	36215.66752
1957	36214.6325
1958	36142.46562
1959	36109.55683
1960	36052.38822
1961	36047.08479
1962	36021.37581
1963	35982.60815
1964	35965.98848
1965	35915.53673
1966	35887.42255
1967	35871.43106
1968	35846.55069
1969	35823.71013
1970	35801.4423
1971	35765.21484
1972	35721.08716
1973	35704.01877
1974	35682.64433
1975	35632.25786
1976	35623.47402
1977	35593.3828
1978	35567.23607
1979	35490.48712
1980	35483.35781
1981	35446.54029
1982	35404.16202
1983	35398.93294
1984	35388.94701
1985	35369.3898
1986	35359.83016
1987	35338.75877
1988	35295.90716
1989	35255.25513
1990	35236.19979
1991	35218.19627
1992	35214.20528
1993	35207.66921
1994	35187.80036
1995	35170.76107
1996	35167.05209
1997	35161.75638
1998	35160.5594
1999	35122.58638
